Id,Prediction
1,2
2,0
3,2
4,0
5,0
6,2
7,0
8,2
9,2
10,0
11,0
12,0
13,2
14,0
15,0
16,0
17,0
18,2
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,2
27,0
28,0
29,0
30,0
31,0
32,0
33,2
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,1
48,0
49,0
50,0
51,2
52,0
53,0
54,2
55,0
56,0
57,0
58,0
59,0
60,2
61,0
62,0
63,0
64,0
65,2
66,0
67,0
68,0
69,0
70,0
71,2
72,0
73,2
74,0
75,2
76,0
77,0
78,0
79,0
80,2
81,0
82,0
83,0
84,2
85,0
86,0
87,0
88,2
89,2
90,0
91,0
92,0
93,2
94,0
95,0
96,0
97,0
98,0
99,2
100,2
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,2
112,2
113,0
114,2
115,0
116,0
117,2
118,2
119,0
120,0
121,0
122,2
123,2
124,0
125,0
126,0
127,2
128,0
129,0
130,0
131,0
132,0
133,2
134,0
135,0
136,0
137,2
138,0
139,0
140,0
141,2
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,2
151,0
152,0
153,0
154,0
155,0
156,2
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,2
169,0
170,2
171,0
172,0
173,0
174,0
175,0
176,2
177,0
178,0
179,0
180,0
181,2
182,0
183,2
184,0
185,0
186,0
187,1
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,2
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,2
208,0
209,2
210,0
211,2
212,0
213,2
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,2
231,2
232,0
233,0
234,1
235,2
236,0
237,0
238,0
239,2
240,0
241,2
242,0
243,2
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,2
252,2
253,2
254,0
255,0
256,0
257,0
258,0
259,2
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,2
270,0
271,2
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,2
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,2
297,0
298,1
299,0
300,2
301,0
302,0
303,0
304,2
305,0
306,0
307,0
308,0
309,0
310,0
311,2
312,0
313,2
314,0
315,2
316,0
317,1
318,0
319,0
320,0
321,0
322,0
323,2
324,0
325,0
326,2
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,2
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,2
356,2
357,0
358,0
359,2
360,0
361,0
362,0
363,2
364,0
365,0
366,1
367,0
368,2
369,0
370,0
371,0
372,2
373,0
374,0
375,0
376,0
377,0
378,0
379,2
380,0
381,2
382,0
383,0
384,2
385,2
386,2
387,0
388,0
389,0
390,0
391,2
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,2
400,0
401,0
402,0
403,0
404,0
405,2
406,0
407,0
408,2
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,2
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,1
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,2
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,2
445,2
446,0
447,0
448,0
449,1
450,0
451,0
452,2
453,2
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,2
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,2
475,0
476,0
477,2
478,2
479,0
480,2
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,2
492,0
493,0
494,0
495,2
496,0
497,0
498,0
499,0
500,0
501,2
502,0
503,0
504,2
505,0
506,0
507,0
508,0
509,0
510,2
511,0
512,2
513,0
514,2
515,0
516,0
517,2
518,0
519,0
520,0
521,2
522,0
523,2
524,0
525,0
526,0
527,0
528,0
529,0
530,2
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,2
545,0
546,0
547,0
548,0
549,2
550,0
551,0
552,0
553,0
554,0
555,2
556,2
557,0
558,0
559,0
560,0
561,0
562,2
563,0
564,0
565,0
566,0
567,0
568,2
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,2
578,0
579,0
580,0
581,0
582,0
583,2
584,2
585,0
586,2
587,0
588,2
589,0
590,0
591,2
592,0
593,0
594,0
595,2
596,0
597,0
598,0
599,2
600,2
601,2
602,0
603,0
604,2
605,0
606,0
607,0
608,0
609,2
610,0
611,0
612,0
613,0
614,0
615,0
616,2
617,0
618,0
619,0
620,0
621,0
622,0
623,2
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,2
632,2
633,0
634,0
635,2
636,0
637,0
638,0
639,2
640,0
641,2
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,2
650,0
651,0
652,0
653,0
654,0
655,2
656,0
657,0
658,0
659,0
660,0
661,0
662,2
663,0
664,0
665,0
666,0
667,0
668,1
669,0
670,2
671,2
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,2
685,2
686,0
687,0
688,0
689,0
690,2
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,2
702,2
703,0
704,0
705,2
706,0
707,0
708,2
709,0
710,0
711,0
712,0
713,0
714,2
715,0
716,0
717,0
718,0
719,0
720,2
721,2
722,0
723,0
724,0
725,0
726,0
727,0
728,2
729,0
730,2
731,0
732,0
733,0
734,2
735,0
736,0
737,2
738,0
739,0
740,0
741,0
742,0
743,2
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,2
753,0
754,0
755,2
756,0
757,2
758,0
759,0
760,2
761,2
762,0
763,2
764,0
765,0
766,0
767,2
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,2
779,0
780,0
781,2
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,2
792,0
793,1
794,0
795,2
796,0
797,0
798,0
799,0
800,0
801,2
802,0
803,0
804,2
805,0
806,2
807,0
808,0
809,0
810,0
811,0
812,0
813,2
814,0
815,0
816,2
817,2
818,2
819,0
820,0
821,2
822,0
823,0
824,0
825,0
826,0
827,2
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,2
845,0
846,0
847,0
848,2
849,0
850,0
851,0
852,2
853,2
854,2
855,2
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,2
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,2
893,0
894,0
895,2
896,0
897,2
898,2
899,0
900,2
901,0
902,0
903,2
904,2
905,0
906,2
907,0
908,0
909,0
910,0
911,0
912,0
913,2
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,2
927,0
928,0
929,0
930,2
931,0
932,0
933,0
934,0
935,0
936,0
937,2
938,0
939,0
940,0
941,0
942,0
943,2
944,0
945,0
946,0
947,2
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,2
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,2
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,2
977,0
978,0
979,0
980,2
981,0
982,0
983,2
984,0
985,2
986,0
987,0
988,2
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
